Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

1.25499997,0.13858360,0.48901100
1.25999997,0.13919410,0.48717950
1.26499997,0.13980460,0.49145300
1.26999997,0.13980460,0.49023200
1.27499997,0.13980460,0.48595850
1.27999997,0.14041510,0.48840050
1.28499997,0.14041510,0.49084250
1.28999997,0.14102560,0.49023200
1.29499997,0.14041510,0.48840050
1.29999997,0.14102560,0.48534800
1.30499997,0.14102560,0.49084250
1.30999997,0.14163610,0.48840050
1.31499997,0.14163610,0.48656900
1.31999997,0.14224660,0.48717950
1.32499997,0.14224660,0.48901100
1.32999997,0.14285710,0.48840050
1.33499997,0.14285710,0.48473750
1.33999997,0.14346760,0.48534800
1.34499997,0.14346760,0.49023200
1.34999997,0.14407820,0.48473750
1.35499997,0.14468870,0.48656900
1.35999997,0.14468870,0.48717950
1.36499997,0.14468870,0.48962150
1.36999997,0.14468870,0.48901100
1.37499997,0.14590970,0.48717950
1.37999997,0.14652020,0.48717950
1.38499997,0.14652020,0.48840050
1.38999997,0.14652020,0.48717950
1.39499997,0.14774120,0.48595850
1.39999997,0.14713070,0.48534800
1.40499997,0.14713070,0.48901100
1.40999997,0.14835170,0.48901100
1.41499997,0.14835170,0.48412700
1.41999997,0.14774120,0.47924300
1.42499997,0.14774120,0.48901100
1.42999997,0.14896220,0.48473750
1.43499997,0.14896220,0.48351650
1.43999997,0.14896220,0.48779000
1.44499997,0.14957270,0.49084250
1.44999997,0.15018320,0.48901100
1.45499997,0.14957270,0.48779000
1.45999997,0.15079370,0.48901100
1.46499997,0.15079370,0.49084250
1.46999997,0.15079370,0.48962150
1.47499997,0.15079370,0.48779000
1.47999997,0.15140420,0.48901100
1.48499997,0.15140420,0.49084250
1.48999997,0.15201470,0.49084250
1.49499997,0.15201470,0.48840050
1.49999997,0.15262520,0.48840050
1.50499997,0.15262520,0.49145300
1.50999997,0.15262520,0.49084250
1.51499997,0.15323570,0.48840050
1.51999997,0.15323570,0.48840050
1.52499997,0.15384620,0.49023200
1.52999997,0.15384620,0.49023200
1.53499997,0.15384620,0.48717950
1.53999997,0.15445670,0.48717950
1.54499997,0.15384620,0.48901100
1.54999997,0.15506720,0.48840050
1.55499997,0.15506720,0.48595850
